pokedex,og_name,name,generation,height,weight,type1_id,type2_id,ability1_id,ability2_id,ability_hidden_id,color_id,gender_male,gender_female,gender_unknown,egg_steps,egg_group1_id,egg_group2_id,get_rate,base_experience,experience_type,category_id,hp,attack,defence,sp_attack,sp_defence,speed,total,picture_url,created_at,updated_at
534,Conkeldurr,Conkeldurr,5,1.4m,87.0kg,13,,36,95,143,6,75,25,0,20,9,,45,253,1059860,1,105,140,95,55,65,45,505,https://assets.pokemon.com/assets/cms2/img/pokedex/full/534.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
535,Tympole,Tympole,5,0.5m,4.5kg,3,,58,120,33,4,50,50,0,20,8,,255,59,1059860,1,50,50,40,50,40,64,294,https://assets.pokemon.com/assets/cms2/img/pokedex/full/535.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
536,Palpitoad,Palpitoad,5,0.8m,17.0kg,3,9,58,120,33,4,50,50,0,20,8,,120,134,1059860,1,75,65,55,65,55,69,384,https://assets.pokemon.com/assets/cms2/img/pokedex/full/536.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
537,Seismitoad,Seismitoad,5,1.5m,62.0kg,3,9,58,45,33,4,50,50,0,20,8,,45,255,1059860,1,105,95,75,85,75,74,509,https://assets.pokemon.com/assets/cms2/img/pokedex/full/537.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
538,Throh,Throh,5,1.3m,55.5kg,13,,36,25,62,2,100,0,0,20,9,,45,163,1000000,1,120,100,85,30,85,45,465,https://assets.pokemon.com/assets/cms2/img/pokedex/full/538.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
539,Sawk,Sawk,5,1.4m,51.0kg,13,,70,25,62,4,100,0,0,20,9,,45,163,1000000,1,75,125,75,30,75,85,465,https://assets.pokemon.com/assets/cms2/img/pokedex/full/539.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
540,Sewaddle,Sewaddle,5,0.3m,2.5kg,4,1,11,26,138,7,50,50,0,15,2,,255,62,1059860,1,45,53,70,40,60,42,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/540.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
541,Swadloon,Swadloon,5,0.5m,7.3kg,4,1,118,26,138,1,50,50,0,15,2,,120,133,1059860,1,55,63,90,50,80,42,380,https://assets.pokemon.com/assets/cms2/img/pokedex/full/541.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
542,Leavanny,Leavanny,5,1.2m,20.5kg,4,1,11,26,138,7,50,50,0,15,2,,45,225,1059860,1,75,103,80,70,80,92,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/542.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
543,Venipede,Venipede,5,0.4m,5.3kg,4,7,22,11,71,2,50,50,0,15,2,,255,52,1059860,1,30,45,59,30,39,57,260,https://assets.pokemon.com/assets/cms2/img/pokedex/full/543.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
544,Whirlipede,Whirlipede,5,1.2m,58.5kg,4,7,22,11,71,10,50,50,0,15,2,,120,126,1059860,1,40,55,99,40,79,47,360,https://assets.pokemon.com/assets/cms2/img/pokedex/full/544.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
545,Scolipede,Scolipede,5,2.5m,200.5kg,4,7,22,11,71,2,50,50,0,20,2,,45,243,1059860,1,60,100,89,55,69,112,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/545.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
546,Cottonee,Cottonee,5,0.3m,0.6kg,1,11,101,246,26,1,50,50,0,20,7,6,190,56,1000000,1,40,27,60,37,50,66,280,https://assets.pokemon.com/assets/cms2/img/pokedex/full/546.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
547,Whimsicott,Whimsicott,5,0.7m,6.6kg,1,11,101,246,26,1,50,50,0,20,7,6,75,168,1000000,1,60,67,85,77,75,116,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/547.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
548,Petilil,Petilil,5,0.5m,6.6kg,1,,26,53,118,1,0,100,0,20,7,,190,56,1000000,1,45,35,50,70,50,30,280,https://assets.pokemon.com/assets/cms2/img/pokedex/full/548.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
549,Lilligant,Lilligant,5,1.1m,16.3kg,1,,26,69,118,1,0,100,0,20,7,,75,168,1000000,1,70,60,75,110,75,90,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/549.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
549,Lilligant,Hisuian Lilligant,5,1.2m,19.2kg,1,13,26,53,118,1,0,100,0,20,7,,75,168,1000000,1,70,105,75,50,75,105,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/549.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
550,Basculin,Basculin Red Stripe,5,1.0m,18.0kg,3,,130,12,62,1,50,50,0,40,13,,25,161,1000000,1,70,92,65,80,55,98,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
550,Basculin,Basculin Blue Stripe,5,1.0m,18.0kg,3,,129,12,62,1,50,50,0,40,13,,25,161,1000000,1,70,92,65,80,55,98,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
550,Basculin,Hisuian Basculin,5,1.0m,18.0kg,3,,38,12,62,1,50,50,0,40,13,,25,161,1000000,1,70,92,65,80,55,98,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
551,Sandile,Sandile,5,0.7m,15.2kg,9,6,17,253,261,6,50,50,0,20,4,,180,58,1059860,1,50,72,35,35,35,65,292,https://assets.pokemon.com/assets/cms2/img/pokedex/full/551.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
552,Krokorok,Krokorok,5,1.0m,33.4kg,9,6,17,253,261,6,50,50,0,20,4,,90,123,1059860,1,60,82,45,45,45,74,351,https://assets.pokemon.com/assets/cms2/img/pokedex/full/552.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
553,Krookodile,Krookodile,5,1.5m,96.3kg,9,6,17,253,261,2,50,50,0,20,4,,45,260,1059860,1,95,117,80,65,70,92,519,https://assets.pokemon.com/assets/cms2/img/pokedex/full/553.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
554,Darumaka,Darumaka,5,0.6m,37.5kg,2,,69,,25,2,50,50,0,20,4,,120,63,1059860,1,70,90,45,15,45,50,315,https://assets.pokemon.com/assets/cms2/img/pokedex/full/554.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
554,Darumaka,Galarian Darumaka,5,0.7m,40.0kg,10,,69,,25,5,50,50,0,20,4,,120,63,1059860,1,70,90,45,15,45,50,315,https://assets.pokemon.com/assets/cms2/img/pokedex/full/554.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
555,Darmanitan,Darmanitan,5,1.3m,92.9kg,2,,131,,269,2,50,50,0,20,4,,60,168,1059860,1,105,140,55,30,55,95,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
555,Darmanitan,Darmanitan Zen-Mode,5,1.3m,92.9kg,2,14,131,,269,4,50,50,0,20,4,,60,189,1059860,1,105,30,105,140,105,55,540,https://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
555,Darmanitan,Galarian Darmanitan,5,1.7m,120.0kg,10,,95,,269,5,50,50,0,20,4,,60,168,1059860,1,105,140,55,30,55,95,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
555,Darmanitan,Galarian Darmanitan Zen-Mode,5,1.7m,120.0kg,10,2,95,,269,5,50,50,0,20,4,,60,189,1059860,1,105,160,55,30,55,135,540,https://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
556,Maractus,Maractus,5,1.0m,28.0kg,1,,33,26,263,1,50,50,0,20,7,,255,161,1000000,1,75,86,67,106,67,60,461,https://assets.pokemon.com/assets/cms2/img/pokedex/full/556.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
557,Dwebble,Dwebble,5,0.3m,14.5kg,4,15,70,42,78,2,50,50,0,20,2,11,190,65,1000000,1,50,65,85,35,35,55,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/557.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
558,Crustle,Crustle,5,1.4m,200.0kg,4,15,70,42,78,2,50,50,0,20,2,11,75,170,1000000,1,70,105,125,65,75,45,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/558.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
559,Scraggy,Scraggy,5,0.6m,11.8kg,6,13,9,253,17,7,50,50,0,15,4,15,180,70,1000000,1,50,75,70,35,70,48,348,https://assets.pokemon.com/assets/cms2/img/pokedex/full/559.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
560,Scrafty,Scrafty,5,1.1m,30.0kg,6,13,9,253,17,2,50,50,0,15,4,15,90,171,1000000,1,65,90,115,45,115,58,488,https://assets.pokemon.com/assets/cms2/img/pokedex/full/560.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
561,Sigilyph,Sigilyph,5,1.4m,14.0kg,14,18,132,247,243,3,50,50,0,20,3,,45,172,1000000,1,72,58,80,103,80,97,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/561.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
562,Yamask,Yamask,5,0.5m,1.5kg,16,,133,,,3,50,50,0,25,11,12,190,61,1000000,1,38,30,85,55,65,30,303,https://assets.pokemon.com/assets/cms2/img/pokedex/full/562.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
562,Yamask,Galarian Yamask,5,0.5m,1.5kg,9,16,134,,,3,50,50,0,25,11,12,190,61,1000000,1,38,55,85,30,65,30,303,https://assets.pokemon.com/assets/cms2/img/pokedex/full/562.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
563,Cofagrigus,Cofagrigus,5,1.7m,76.5kg,16,,133,,,7,50,50,0,25,11,12,90,169,1000000,1,58,50,145,95,105,30,483,https://assets.pokemon.com/assets/cms2/img/pokedex/full/563.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
564,Tirtouga,Tirtouga,5,0.7m,16.5kg,3,15,135,70,58,4,87.5,12.5,0,30,8,10,45,71,1000000,1,54,78,103,53,45,22,355,https://assets.pokemon.com/assets/cms2/img/pokedex/full/564.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
565,Carracosta,Carracosta,5,1.2m,81.0kg,3,15,135,70,58,4,87.5,12.5,0,30,8,10,45,173,1000000,1,74,108,133,83,65,32,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/565.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
566,Archen,Archen,5,0.5m,9.5kg,15,18,136,,,7,87.5,12.5,0,30,3,10,45,71,1000000,1,55,112,45,74,45,70,401,https://assets.pokemon.com/assets/cms2/img/pokedex/full/566.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
567,Archeops,Archeops,5,1.4m,32.0kg,15,18,136,,,7,87.5,12.5,0,30,3,10,45,177,1000000,1,75,140,65,112,65,110,567,https://assets.pokemon.com/assets/cms2/img/pokedex/full/567.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
568,Trubbish,Trubbish,5,0.6m,31.0kg,7,,44,113,114,1,50,50,0,20,11,,190,66,1000000,1,50,50,62,40,62,65,329,https://assets.pokemon.com/assets/cms2/img/pokedex/full/568.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
569,Garbodor,Garbodor,5,1.9m,107.3kg,7,,44,78,114,1,50,50,0,20,11,,60,166,1000000,1,80,95,82,60,82,75,474,https://assets.pokemon.com/assets/cms2/img/pokedex/full/569.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
570,Zorua,Zorua,5,0.7m,12.5kg,6,,137,,,10,87.5,12.5,0,25,4,,75,66,1059860,1,40,65,40,80,40,65,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/570.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
570,Zorua,Hisuian Zorua,5,0.7m,12.5kg,5,16,137,,,10,87.5,12.5,0,25,4,,75,66,1059860,1,35,60,40,85,40,70,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/570.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
571,Zoroark,Zoroark,5,1.6m,81.1kg,6,,137,,,10,87.5,12.5,0,20,4,,45,179,1059860,1,60,105,60,120,60,105,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/571.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
571,Zoroark,Hisuian Zoroark,5,1.6m,73.0kg,5,16,137,,,10,87.5,12.5,0,20,4,,45,179,1059860,1,60,105,60,120,60,105,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/571.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
572,Minccino,Minccino,5,0.4m,5.8kg,5,,23,75,76,10,25,75,0,15,4,,255,60,800000,1,55,50,40,40,40,75,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/572.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
573,Cinccino,Cinccino,5,0.5m,7.5kg,5,,23,75,76,10,25,75,0,15,4,,60,165,800000,1,75,95,60,65,60,115,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/573.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
574,Gothita,Gothita,5,0.4m,5.8kg,14,,52,66,48,8,25,75,0,20,9,,200,58,1059860,1,45,30,50,55,65,45,290,https://assets.pokemon.com/assets/cms2/img/pokedex/full/574.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
575,Gothorita,Gothorita,5,0.7m,18.0kg,14,,52,66,48,8,25,75,0,20,9,,100,137,1059860,1,60,45,70,75,85,55,390,https://assets.pokemon.com/assets/cms2/img/pokedex/full/575.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
576,Gothitelle,Gothitelle,5,1.5m,44.0kg,14,,52,66,48,8,25,75,0,20,9,,50,245,1059860,1,70,55,95,95,110,65,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/576.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
577,Solosis,Solosis,5,0.3m,1.0kg,14,,138,247,145,1,50,50,0,20,12,,200,58,1059860,1,45,30,40,105,50,20,290,https://assets.pokemon.com/assets/cms2/img/pokedex/full/577.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
578,Duosion,Duosion,5,0.6m,8.0kg,14,,138,247,145,1,50,50,0,20,12,,100,130,1059860,1,65,40,50,125,60,30,370,https://assets.pokemon.com/assets/cms2/img/pokedex/full/578.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
579,Reuniclus,Reuniclus,5,1.0m,20.1kg,14,,138,247,145,1,50,50,0,20,12,,50,245,1059860,1,110,65,75,125,85,30,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/579.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
580,Ducklett,Ducklett,5,0.5m,5.5kg,3,18,13,125,120,4,50,50,0,20,8,3,190,61,1000000,1,62,44,50,44,50,55,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/580.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
581,Swanna,Swanna,5,1.3m,24.2kg,3,18,13,125,120,5,50,50,0,20,8,3,45,166,1000000,1,75,87,63,87,63,98,473,https://assets.pokemon.com/assets/cms2/img/pokedex/full/581.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
582,Vanillite,Vanillite,5,0.4m,5.7kg,10,,139,21,78,5,50,50,0,20,11,,255,61,1250000,1,36,50,50,65,60,44,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/582.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
583,Vanillish,Vanillish,5,1.1m,41.0kg,10,,139,21,78,5,50,50,0,20,11,,120,138,1250000,1,51,65,65,80,75,59,395,https://assets.pokemon.com/assets/cms2/img/pokedex/full/583.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
584,Vanilluxe,Vanilluxe,5,1.3m,57.5kg,10,,139,116,78,5,50,50,0,20,11,,45,268,1250000,1,71,95,85,110,95,79,535,https://assets.pokemon.com/assets/cms2/img/pokedex/full/584.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
585,Deerling,Deerling Spring Form,5,0.6m,19.5kg,5,1,26,151,73,9,50,50,0,20,4,,190,67,1000000,1,60,60,50,40,50,75,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
585,Deerling,Deerling Summer Form,5,0.6m,19.5kg,5,1,26,151,73,1,50,50,0,20,4,,190,67,1000000,1,60,60,50,40,50,75,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
585,Deerling,Deerling Autumn Form,5,0.6m,19.5kg,5,1,26,151,73,2,50,50,0,20,4,,190,67,1000000,1,60,60,50,40,50,75,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
585,Deerling,Deerling Winter Form,5,0.6m,19.5kg,5,1,26,151,73,6,50,50,0,20,4,,190,67,1000000,1,60,60,50,40,50,75,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
586,Sawsbuck,Sawsbuck,5,1.9m,92.5kg,5,1,26,151,73,6,50,50,0,20,4,,75,166,1000000,1,80,100,70,60,70,95,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/586.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
587,Emolga,Emolga,5,0.4m,5.0kg,8,18,18,,117,5,50,50,0,20,4,,200,150,1000000,1,55,75,60,75,60,103,428,https://assets.pokemon.com/assets/cms2/img/pokedex/full/587.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
588,Karrablast,Karrablast,5,0.5m,5.9kg,4,,11,9,14,4,50,50,0,15,2,,200,63,1000000,1,50,75,45,40,45,60,315,https://assets.pokemon.com/assets/cms2/img/pokedex/full/588.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
589,Escavalier,Escavalier,5,1.0m,33.0kg,4,12,11,42,138,10,50,50,0,15,2,,75,173,1000000,1,70,135,105,60,105,20,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/589.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
590,Foongus,Foongus,5,0.2m,1.0kg,1,7,27,,145,5,50,50,0,20,7,,190,59,1000000,1,69,55,45,55,55,15,294,https://assets.pokemon.com/assets/cms2/img/pokedex/full/590.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
591,Amoonguss,Amoonguss,5,0.6m,10.5kg,1,7,27,,145,5,50,50,0,20,7,,75,162,1000000,1,114,85,70,85,80,30,464,https://assets.pokemon.com/assets/cms2/img/pokedex/full/591.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
592,Frillish,Frillish,5,1.2m,33.0kg,3,16,33,47,31,5,50,50,0,20,12,,190,67,1000000,1,55,40,50,65,85,40,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/592.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
593,Jellicent,Jellicent,5,2.2m,135.0kg,3,16,33,47,31,5,50,50,0,20,12,,60,168,1000000,1,100,60,70,85,105,60,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/593.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
594,Alomomola,Alomomola,5,1.2m,31.6kg,3,,128,120,145,9,50,50,0,40,8,13,75,165,800000,1,165,75,80,40,45,65,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/594.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
595,Joltik,Joltik,5,0.1m,0.6kg,4,8,10,211,11,7,50,50,0,20,2,,190,64,1000000,1,50,47,50,57,50,65,319,https://assets.pokemon.com/assets/cms2/img/pokedex/full/595.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
596,Galvantula,Galvantula,5,0.8m,14.3kg,4,8,10,211,11,7,50,50,0,20,2,,75,165,1000000,1,70,77,60,97,60,108,472,https://assets.pokemon.com/assets/cms2/img/pokedex/full/596.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
597,Ferroseed,Ferroseed,5,0.6m,18.8kg,1,12,140,,,10,50,50,0,20,7,11,255,61,1000000,1,44,50,91,24,86,10,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/597.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
598,Ferrothorn,Ferrothorn,5,1.0m,110.0kg,1,12,140,,110,10,50,50,0,20,7,11,90,171,1000000,1,74,94,131,54,116,20,489,https://assets.pokemon.com/assets/cms2/img/pokedex/full/598.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
599,Klink,Klink,5,0.3m,21.0kg,12,,89,90,37,10,0,0,100,20,11,,130,60,1059860,1,40,55,70,45,60,30,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/599.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
600,Klang,Klang,5,0.6m,51.0kg,12,,89,90,37,10,0,0,100,20,11,,60,154,1059860,1,60,80,95,70,85,50,440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/600.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
601,Klinklang,Klinklang,5,0.6m,81.0kg,12,,89,90,37,10,0,0,100,20,11,,30,260,1059860,1,60,100,115,70,85,90,520,https://assets.pokemon.com/assets/cms2/img/pokedex/full/601.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
602,Tynamo,Tynamo,5,0.2m,0.3kg,8,,46,,,5,50,50,0,20,12,,190,55,1250000,1,35,55,40,45,40,60,275,https://assets.pokemon.com/assets/cms2/img/pokedex/full/602.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
603,Eelektrik,Eelektrik,5,1.2m,22.0kg,8,,46,,,4,50,50,0,20,12,,60,142,1250000,1,65,85,70,75,70,40,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/603.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
604,Eelektross,Eelektross,5,2.1m,80.5kg,8,,46,,,4,50,50,0,20,12,,30,258,1250000,1,85,115,80,105,80,50,515,https://assets.pokemon.com/assets/cms2/img/pokedex/full/604.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
605,Elgyem,Elgyem,5,0.5m,9.0kg,14,,141,34,249,4,50,50,0,20,9,,255,67,1000000,1,55,55,55,85,55,30,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/605.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
606,Beheeyem,Beheeyem,5,1.0m,34.5kg,14,,141,34,249,6,50,50,0,20,9,,90,170,1000000,1,75,75,75,125,95,40,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/606.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
607,Litwick,Litwick,5,0.3m,3.1kg,16,2,24,60,246,5,50,50,0,20,12,,190,55,1059860,1,50,30,55,65,55,20,275,https://assets.pokemon.com/assets/cms2/img/pokedex/full/607.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
608,Lampent,Lampent,5,0.6m,13.0kg,16,2,24,60,246,3,50,50,0,20,12,,90,130,1059860,1,60,40,60,95,60,55,370,https://assets.pokemon.com/assets/cms2/img/pokedex/full/608.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
609,Chandelure,Chandelure,5,1.0m,34.3kg,16,2,24,60,246,3,50,50,0,20,12,,45,260,1059860,1,60,55,90,145,90,80,520,https://assets.pokemon.com/assets/cms2/img/pokedex/full/609.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
610,Axew,Axew,5,0.6m,18.0kg,17,,109,62,211,1,50,50,0,40,1,15,75,64,1250000,1,46,87,60,30,40,57,320,https://assets.pokemon.com/assets/cms2/img/pokedex/full/610.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
611,Fraxure,Fraxure,5,1.0m,36.0kg,17,,109,62,211,1,50,50,0,40,1,15,60,144,1250000,1,66,117,70,40,50,67,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/611.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
612,Haxorus,Haxorus,5,1.8m,105.5kg,17,,109,62,211,7,50,50,0,40,1,15,45,270,1250000,1,76,147,90,60,70,97,540,https://assets.pokemon.com/assets/cms2/img/pokedex/full/612.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
613,Cubchoo,Cubchoo,5,0.5m,8.5kg,10,,21,245,130,5,50,50,0,20,4,,120,61,1000000,1,55,70,40,60,40,40,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/613.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
614,Beartic,Beartic,5,2.6m,260.0kg,10,,21,245,58,5,50,50,0,20,4,,60,177,1000000,1,95,130,80,70,80,50,505,https://assets.pokemon.com/assets/cms2/img/pokedex/full/614.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
615,Cryogonal,Cryogonal,5,1.1m,148.0kg,10,,46,,,4,0,0,100,25,11,,25,180,1000000,1,80,50,50,95,135,105,515,https://assets.pokemon.com/assets/cms2/img/pokedex/full/615.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
616,Shelmet,Shelmet,5,0.4m,7.7kg,4,,120,42,138,2,50,50,0,15,2,,200,61,1000000,1,50,40,85,40,65,25,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/616.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
617,Accelgor,Accelgor,5,0.8m,25.3kg,4,,120,113,221,2,50,50,0,15,2,,75,173,1000000,1,80,70,40,100,60,145,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/617.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
618,Stunfisk,Stunfisk,5,0.7m,11.0kg,9,8,18,29,20,6,50,50,0,20,8,12,75,165,1000000,1,109,66,84,81,99,32,471,https://assets.pokemon.com/assets/cms2/img/pokedex/full/618.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
618,Stunfisk,Galarian Stunfisk,5,0.7m,20.5kg,9,12,142,,,1,50,50,0,20,8,12,75,165,1000000,1,109,81,99,66,84,32,471,https://assets.pokemon.com/assets/cms2/img/pokedex/full/618.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
619,Mienfoo,Mienfoo,5,0.9m,20.0kg,13,,25,145,129,7,50,50,0,25,4,9,180,70,1059860,1,45,85,50,55,50,65,350,https://assets.pokemon.com/assets/cms2/img/pokedex/full/619.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
620,Mienshao,Mienshao,5,1.4m,35.5kg,13,,25,145,129,8,50,50,0,25,4,9,45,179,1059860,1,65,125,60,95,60,105,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/620.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
